City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
MELBOURNE,NEWCASTLE,40360,31846,232,80,836,26623256,33261096,39786,2010,7
MELBOURNE,PERTH,40360,148685,918,84.3,2706,402341610,477208512,176352,2010,7
MELBOURNE,SYDNEY,40360,666069,4506,79.8,706,470244714,589256546,834641,2010,7
NEWCASTLE,GOLD COAST,40360,15622,124,71.9,539,8420258,11703846,21714,2010,7
PERTH,NEWMAN,40360,17201,258,59.5,1019,17527819,29463366,28914,2010,7
PERTH,PORT HEDLAND,40360,30048,333,71.7,1312,39422976,54974112,41901,2010,7
PERTH,SYDNEY,40360,136116,828,78.4,3284,447004944,570099116,173599,2010,7
PORT MACQUARIE,SYDNEY,40360,17428,397,68.2,321,5594388,8202513,25553,2010,7
SUNSHINE COAST,MELBOURNE,40360,35458,271,76.2,1454,51555932,67624086,46509,2010,7
SUNSHINE COAST,SYDNEY,40360,41995,352,72.6,837,35149815,48383622,57806,2010,7
SYDNEY,TOWNSVILLE,40360,15274,118,85.5,1690,25813060,30207060,17874,2010,7
SYDNEY,WAGGA WAGGA,40360,15561,501,64.1,367,5710887,8910026,24278,2010,7
ADELAIDE,ALICE SPRINGS,40391,0,0,0,1316,0,0,0,2010,8
ADELAIDE,BRISBANE,40391,61318,494,81.6,1622,99457796,121922496,75168,2010,8
ADELAIDE,CANBERRA,40391,15221,164,68.4,972,14794812,21615336,22238,2010,8
ADELAIDE,GOLD COAST,40391,23235,168,84.4,1607,37338645,44253566,27538,2010,8
ADELAIDE,MELBOURNE,40391,197499,1637,82,643,126991857,154935351,240957,2010,8
ADELAIDE,PERTH,40391,46637,475,78.9,2120,98870440,125328040,59117,2010,8
ADELAIDE,PORT LINCOLN,40391,15565,642,53.2,246,3828990,7199436,29266,2010,8
ADELAIDE,SYDNEY,40391,143445,1079,80.6,1167,167400315,207794853,178059,2010,8
ALBURY,SYDNEY,40391,22078,597,71.1,452,9979256,14039572,31061,2010,8
ALICE SPRINGS,MELBOURNE,40391,12982,98,82.1,1860,24146520,29412180,15813,2010,8
ALICE SPRINGS,SYDNEY,40391,0,0,0,2022,0,0,0,2010,8
AYERS ROCK,SYDNEY,40391,0,0,0,2181,0,0,0,2010,8
BALLINA,SYDNEY,40391,21005,302,69,612,12855060,18631728,30444,2010,8
BRISBANE,CAIRNS,40391,110701,748,90.7,1391,153985091,169860574,122114,2010,8
BRISBANE,CANBERRA,40391,52871,568,75.4,956,50544676,67057664,70144,2010,8
BRISBANE,DARWIN,40391,35089,229,80.1,2852,100073828,124911896,43798,2010,8
BRISBANE,HAMILTON ISLAND,40391,14742,125,71.6,888,13090896,18291024,20598,2010,8
BRISBANE,HOBART,40391,0,0,0,1791,0,0,0,2010,8
BRISBANE,MACKAY,40391,67231,668,80.3,797,53583107,66754329,83757,2010,8
BRISBANE,MELBOURNE,40391,266882,2031,81.5,1381,368564042,452459792,327632,2010,8
BRISBANE,NEWCASTLE,40391,48070,481,82.2,614,29514980,35897510,58465,2010,8
BRISBANE,PERTH,40391,61160,371,82.1,3615,221093400,269140365,74451,2010,8
BRISBANE,PROSERPINE,40391,18548,124,87.7,895,16600460,18918510,21138,2010,8
BRISBANE,ROCKHAMPTON,40391,55993,833,78.2,518,29004374,37113664,71648,2010,8
BRISBANE,SYDNEY,40391,371501,2606,79.8,753,279740253,350459001,465417,2010,8
BRISBANE,TOWNSVILLE,40391,83509,697,81.2,1112,92862008,114304704,102792,2010,8
BROOME,PERTH,40391,35103,338,84.1,1677,58867731,70023135,41755,2010,8
CAIRNS,MELBOURNE,40391,40072,229,90.4,2311,92606392,102432764,44324,2010,8
CAIRNS,SYDNEY,40391,82950,529,89.3,1971,163494450,183133494,92914,2010,8
CAIRNS,TOWNSVILLE,40391,16297,473,64.1,284,4628348,7217860,25415,2010,8
CANBERRA,MELBOURNE,40391,90414,988,65.9,470,42494580,64436530,137099,2010,8
CANBERRA,SYDNEY,40391,95243,1516,67.2,236,22477348,33457248,141768,2010,8
COFFS HARBOUR,SYDNEY,40391,24920,407,69.1,443,11039560,15967049,36043,2010,8
DARWIN,MELBOURNE,40391,29391,212,73.3,3131,92023221,125612589,40119,2010,8
DARWIN,PERTH,40391,14448,144,81.9,2651,38301648,46771593,17643,2010,8
DARWIN,SYDNEY,40391,0,0,0,3155,0,0,0,2010,8
DEVONPORT,MELBOURNE,40391,0,0,0,412,0,0,0,2010,8
DUBBO,SYDNEY,40391,15910,582,69.6,310,4932100,7084740,22854,2010,8
GOLD COAST,SYDNEY,40391,190872,1305,84.2,680,129792960,154165520,226714,2010,8
HAMILTON ISLAND,SYDNEY,40391,14840,122,74.4,1526,22645840,30425388,19938,2010,8
HERVEY BAY,SYDNEY,40391,0,0,0,973,0,0,0,2010,8
HOBART,MELBOURNE,40391,97339,707,81.2,618,60155502,74106234,119913,2010,8
HOBART,SYDNEY,40391,37978,343,78,1039,39459142,50604495,48705,2010,8
KALGOORLIE,PERTH,40391,21873,222,75.4,538,11767674,15613836,29022,2010,8
KARRATHA,PERTH,40391,49422,575,59.8,1250,61777500,103382500,82706,2010,8
LAUNCESTON,MELBOURNE,40391,66408,659,80.8,476,31610208,39144336,82236,2010,8
LAUNCESTON,SYDNEY,40391,15531,134,75.1,914,14195334,18901520,20680,2010,8
MELBOURNE,BURNIE,40391,0,0,0,378,0,0,0,2010,8
MELBOURNE,GOLD COAST,40391,148465,948,88.3,1330,197458450,223517140,168058,2010,8
MELBOURNE,MILDURA,40391,17280,426,71.8,457,7896960,10999076,24068,2010,8
MELBOURNE,NEWCASTLE,40391,30788,218,81,836,25738768,31766328,37998,2010,8
MELBOURNE,PERTH,40391,140496,913,80.3,2706,380182176,473533764,174994,2010,8
MELBOURNE,SYDNEY,40391,669184,4374,82,706,472443904,575968920,815820,2010,8
NEWCASTLE,GOLD COAST,40391,13884,100,78.8,539,7483476,9501492,17628,2010,8
PERTH,NEWMAN,40391,17932,258,61.9,1019,18272708,29529601,28979,2010,8
PERTH,PORT HEDLAND,40391,30336,344,69.8,1312,39800832,56998528,43444,2010,8
PERTH,SYDNEY,40391,125628,827,72.6,3284,412562352,568240372,173033,2010,8
PORT MACQUARIE,SYDNEY,40391,17349,390,69.2,321,5569029,8052285,25085,2010,8
SUNSHINE COAST,MELBOURNE,40391,34868,248,80.6,1454,50698072,62904402,43263,2010,8
SUNSHINE COAST,SYDNEY,40391,37940,288,78.3,837,31755780,40581108,48484,2010,8
SYDNEY,TOWNSVILLE,40391,15695,123,85.5,1690,26524550,31004740,18346,2010,8
SYDNEY,WAGGA WAGGA,40391,16653,513,67.2,367,6111651,9096829,24787,2010,8
ADELAIDE,ALICE SPRINGS,40422,0,0,0,1316,0,0,0,2010,9
ADELAIDE,BRISBANE,40422,64885,501,83.7,1622,105243470,125786100,77550,2010,9
ADELAIDE,CANBERRA,40422,16495,160,75.5,972,16033140,21245004,21857,2010,9
ADELAIDE,GOLD COAST,40422,23112,173,83.2,1607,37140984,44650495,27785,2010,9
ADELAIDE,MELBOURNE,40422,189367,1594,81.2,643,121762981,150027975,233325,2010,9
ADELAIDE,PERTH,40422,48486,464,83.7,2120,102790320,122875200,57960,2010,9
ADELAIDE,PORT LINCOLN,40422,16350,607,58.2,246,4022100,6909156,28086,2010,9
ADELAIDE,SYDNEY,40422,147435,1103,81.2,1167,172056645,211968045,181635,2010,9
ALBURY,SYDNEY,40422,22380,583,72.8,452,10115760,13890864,30732,2010,9
ALICE SPRINGS,MELBOURNE,40422,13730,100,84.8,1860,25537800,30117120,16192,2010,9
ALICE SPRINGS,SYDNEY,40422,0,0,0,2022,0,0,0,2010,9
AYERS ROCK,SYDNEY,40422,14207,124,82.9,2181,30985467,37386702,17142,2010,9
BALLINA,SYDNEY,40422,23167,327,74.5,612,14178204,19035648,31104,2010,9
BRISBANE,CAIRNS,40422,102416,720,84.6,1391,142460656,168313782,121002,2010,9
BRISBANE,CANBERRA,40422,54406,550,80.1,956,52012136,64974540,67965,2010,9
BRISBANE,DARWIN,40422,33341,222,79.2,2852,95088532,120034976,42088,2010,9
BRISBANE,HAMILTON ISLAND,40422,16168,114,81.8,888,14357184,17555760,19770,2010,9
BRISBANE,HOBART,40422,0,0,0,1791,0,0,0,2010,9
BRISBANE,MACKAY,40422,75328,689,81.8,797,60036416,73355880,92040,2010,9
BRISBANE,MELBOURNE,40422,284386,2036,85.3,1381,392737066,460520689,333469,2010,9
BRISBANE,NEWCASTLE,40422,48431,474,82,614,29736634,36252402,59043,2010,9
BRISBANE,PERTH,40422,64995,360,88.4,3615,234956925,265937475,73565,2010,9
BRISBANE,PROSERPINE,40422,18227,116,89.6,895,16313165,18212355,20349,2010,9
BRISBANE,ROCKHAMPTON,40422,56859,810,82.4,518,29452962,35738892,68994,2010,9
BRISBANE,SYDNEY,40422,375993,2579,83.2,753,283122729,340242297,451849,2010,9
BRISBANE,TOWNSVILLE,40422,83717,674,83.8,1112,93093304,111149960,99955,2010,9
BROOME,PERTH,40422,30786,326,76.8,1677,51628122,67230930,40090,2010,9
CAIRNS,MELBOURNE,40422,47744,279,88.7,2311,110336384,124419618,53838,2010,9
CAIRNS,SYDNEY,40422,78759,533,83.5,1971,155233989,185969763,94353,2010,9
CAIRNS,TOWNSVILLE,40422,16375,454,67.9,284,4650500,6848660,24115,2010,9
CANBERRA,MELBOURNE,40422,92438,976,70.7,470,43445860,61465660,130778,2010,9
CANBERRA,SYDNEY,40422,94038,1369,69.3,236,22192968,32004432,135612,2010,9
COFFS HARBOUR,SYDNEY,40422,25779,405,73.5,443,11420097,15535124,35068,2010,9
DARWIN,MELBOURNE,40422,29185,207,75,3131,91378235,121802162,38902,2010,9
DARWIN,PERTH,40422,13743,142,77.4,2651,36432693,47084411,17761,2010,9
DARWIN,SYDNEY,40422,0,0,0,3155,0,0,0,2010,9
DEVONPORT,MELBOURNE,40422,0,0,0,412,0,0,0,2010,9
DUBBO,SYDNEY,40422,17083,572,75,310,5295730,7058390,22769,2010,9
GOLD COAST,SYDNEY,40422,197482,1344,85.2,680,134287760,157622640,231798,2010,9
HAMILTON ISLAND,SYDNEY,40422,16684,119,80.2,1526,25459784,31753008,20808,2010,9
HERVEY BAY,SYDNEY,40422,0,0,0,973,0,0,0,2010,9
HOBART,MELBOURNE,40422,100931,704,84.7,618,62375358,73635936,119152,2010,9
HOBART,SYDNEY,40422,41259,346,82.9,1039,42868101,51724537,49783,2010,9
KALGOORLIE,PERTH,40422,20217,201,79.4,538,10876746,13694790,25455,2010,9
KARRATHA,PERTH,40422,50523,547,64.5,1250,63153750,97980000,78384,2010,9
LAUNCESTON,MELBOURNE,40422,65545,661,81.5,476,31199420,38274208,80408,2010,9
LAUNCESTON,SYDNEY,40422,17457,130,84,914,15955698,18996576,20784,2010,9
MELBOURNE,BURNIE,40422,0,0,0,378,0,0,0,2010,9
MELBOURNE,GOLD COAST,40422,164459,1005,88.8,1330,218730470,246369200,185240,2010,9
MELBOURNE,MILDURA,40422,17379,412,74.7,457,7942203,10636675,23275,2010,9
MELBOURNE,NEWCASTLE,40422,32787,230,83.2,836,27409932,32935056,39396,2010,9
MELBOURNE,PERTH,40422,145441,914,81.5,2706,393563346,482999352,178492,2010,9
MELBOURNE,SYDNEY,40422,660279,4235,84,706,466156974,554954830,786055,2010,9
NEWCASTLE,GOLD COAST,40422,16166,120,77.1,539,8713474,11302830,20970,2010,9
PERTH,NEWMAN,40422,18214,252,64.6,1019,18560066,28723572,28188,2010,9
PERTH,PORT HEDLAND,40422,29230,337,69.4,1312,38349760,55243072,42106,2010,9
PERTH,SYDNEY,40422,139604,811,79.6,3284,458459536,575773868,175327,2010,9
PORT MACQUARIE,SYDNEY,40422,17797,380,72.5,321,5712837,7877661,24541,2010,9
SUNSHINE COAST,MELBOURNE,40422,37101,257,82,1454,53944854,65803678,45257,2010,9
SUNSHINE COAST,SYDNEY,40422,40482,317,75.9,837,33883434,44665668,53364,2010,9
SYDNEY,TOWNSVILLE,40422,14773,114,87.2,1690,24966370,28635360,16944,2010,9
SYDNEY,WAGGA WAGGA,40422,17024,506,68.5,367,6247808,9118115,24845,2010,9
ADELAIDE,ALICE SPRINGS,40452,0,0,0,1316,0,0,0,2010,10
ADELAIDE,BRISBANE,40452,67870,517,86.2,1622,110085140,127742232,78756,2010,10
ADELAIDE,CANBERRA,40452,16942,161,76.7,972,16467624,21478284,22097,2010,10
ADELAIDE,GOLD COAST,40452,25085,182,84.8,1607,40311595,47535060,29580,2010,10
ADELAIDE,MELBOURNE,40452,204470,1634,84.8,643,131474210,155104460,241220,2010,10
ADELAIDE,PERTH,40452,53373,475,88,2120,113150760,128635240,60677,2010,10
ADELAIDE,PORT LINCOLN,40452,18164,625,62.1,246,4468344,7196238,29253,2010,10
ADELAIDE,SYDNEY,40452,164032,1151,86.8,1167,191425344,220607346,189038,2010,10
ALBURY,SYDNEY,40452,23170,592,73.3,452,10472840,14286364,31607,2010,10
ALICE SPRINGS,MELBOURNE,40452,12917,102,78.3,1860,24025620,30667680,16488,2010,10
ALICE SPRINGS,SYDNEY,40452,0,0,0,2022,0,0,0,2010,10
AYERS ROCK,SYDNEY,40452,14531,127,83.7,2181,31692111,37877427,17367,2010,10
BALLINA,SYDNEY,40452,25966,333,77.3,612,15891192,20559528,33594,2010,10
BRISBANE,CAIRNS,40452,104589,749,83.3,1391,145483299,174596929,125519,2010,10
BRISBANE,CANBERRA,40452,54252,575,77,956,51864912,67398956,70501,2010,10
BRISBANE,DARWIN,40452,30516,195,80.6,2852,87031632,107953904,37852,2010,10
BRISBANE,HAMILTON ISLAND,40452,18377,124,83,888,16318776,19660320,22140,2010,10
BRISBANE,HOBART,40452,0,0,0,1791,0,0,0,2010,10
BRISBANE,MACKAY,40452,78532,750,81.6,797,62590004,76717626,96258,2010,10
BRISBANE,MELBOURNE,40452,284765,2061,84.5,1381,393260465,465638675,337175,2010,10
BRISBANE,NEWCASTLE,40452,51740,497,83,614,31768360,38297022,62373,2010,10
BRISBANE,PERTH,40452,69064,370,91.2,3615,249666360,273666345,75703,2010,10
BRISBANE,PROSERPINE,40452,19369,124,88.3,895,17335255,19621980,21924,2010,10
BRISBANE,ROCKHAMPTON,40452,56418,846,77.6,518,29224524,37674658,72731,2010,10
BRISBANE,SYDNEY,40452,403024,2687,83.9,753,303477072,361522830,480110,2010,10
BRISBANE,TOWNSVILLE,40452,86074,693,80.4,1112,95714288,119011800,107025,2010,10
BROOME,PERTH,40452,31880,334,74.5,1677,53462760,71790693,42809,2010,10
CAIRNS,MELBOURNE,40452,52044,323,86.2,2311,120273684,139468850,60350,2010,10
CAIRNS,SYDNEY,40452,85065,557,84.8,1971,167663115,197675532,100292,2010,10
CAIRNS,TOWNSVILLE,40452,16084,453,66.3,284,4567856,6893816,24274,2010,10
CANBERRA,MELBOURNE,40452,101959,1007,76.1,470,47920730,62948510,133933,2010,10
CANBERRA,SYDNEY,40452,97804,1589,69.9,236,23081744,33037168,139988,2010,10
COFFS HARBOUR,SYDNEY,40452,28810,418,77.8,443,12762830,16405176,37032,2010,10
DARWIN,MELBOURNE,40452,26284,200,69.7,3131,82295204,117994866,37686,2010,10
DARWIN,PERTH,40452,13001,145,72.1,2651,34465651,47773671,18021,2010,10
DARWIN,SYDNEY,40452,0,0,0,3155,0,0,0,2010,10
DEVONPORT,MELBOURNE,40452,0,0,0,412,0,0,0,2010,10
DUBBO,SYDNEY,40452,16889,556,75.6,310,5235590,6928500,22350,2010,10
GOLD COAST,SYDNEY,40452,202956,1352,87.3,680,138010080,158043560,232417,2010,10
HAMILTON ISLAND,SYDNEY,40452,18338,124,85.3,1526,27983788,32805948,21498,2010,10
HERVEY BAY,SYDNEY,40452,0,0,0,973,0,0,0,2010,10
HOBART,MELBOURNE,40452,103241,734,83.7,618,63802938,76234626,123357,2010,10
HOBART,SYDNEY,40452,43616,372,83.9,1039,45317024,54011376,51984,2010,10
KALGOORLIE,PERTH,40452,20489,204,74.3,538,11023082,14843420,27590,2010,10
KARRATHA,PERTH,40452,53722,551,68.6,1250,67152500,97835000,78268,2010,10
LAUNCESTON,MELBOURNE,40452,69632,693,82.1,476,33144832,40355756,84781,2010,10
LAUNCESTON,SYDNEY,40452,18122,136,84.8,914,16563508,19523040,21360,2010,10
MELBOURNE,BURNIE,40452,0,0,0,378,0,0,0,2010,10
MELBOURNE,GOLD COAST,40452,160893,991,88.1,1330,213987690,242850020,182594,2010,10
MELBOURNE,MILDURA,40452,18341,422,76.4,457,8381837,10970742,24006,2010,10
MELBOURNE,NEWCASTLE,40452,34650,246,81.7,836,28967400,35454760,42410,2010,10
MELBOURNE,PERTH,40452,156732,931,84.8,2706,424116792,500236572,184862,2010,10
MELBOURNE,SYDNEY,40452,698032,4392,85,706,492810592,579958526,821471,2010,10
NEWCASTLE,GOLD COAST,40452,20593,151,77.4,539,11099627,14335244,26596,2010,10
PERTH,NEWMAN,40452,18342,251,65.2,1019,18690498,28645109,28111,2010,10
PERTH,PORT HEDLAND,40452,28657,335,69.4,1312,37597984,54190848,41304,2010,10
PERTH,SYDNEY,40452,152964,844,83,3284,502333776,605434956,184359,2010,10
PORT MACQUARIE,SYDNEY,40452,19329,395,75.3,321,6204609,8234613,25653,2010,10
SUNSHINE COAST,MELBOURNE,40452,39403,286,80.6,1454,57291962,71088968,48892,2010,10
SUNSHINE COAST,SYDNEY,40452,45202,339,79,837,37834074,47888118,57214,2010,10
SYDNEY,TOWNSVILLE,40452,15370,118,86.7,1690,25975300,29973840,17736,2010,10
SYDNEY,WAGGA WAGGA,40452,17907,514,70.7,367,6571869,9297578,25334,2010,10
ADELAIDE,ALICE SPRINGS,40483,0,0,0,1316,0,0,0,2010,11
ADELAIDE,BRISBANE,40483,61123,468,82.2,1622,99141506,120602188,74354,2010,11
ADELAIDE,CANBERRA,40483,16697,161,74.7,972,16229484,21736836,22363,2010,11
ADELAIDE,GOLD COAST,40483,17664,137,82.4,1607,28386048,34428368,21424,2010,11
ADELAIDE,MELBOURNE,40483,191040,1563,86.8,643,122838720,141454856,219992,2010,11
ADELAIDE,PERTH,40483,52047,474,84.7,2120,110339640,130284600,61455,2010,11
ADELAIDE,PORT LINCOLN,40483,16606,618,57.6,246,4085076,7090950,28825,2010,11
ADELAIDE,SYDNEY,40483,150592,1082,86.8,1167,175740864,202523514,173542,2010,11
ALBURY,SYDNEY,40483,21750,580,71.5,452,9831000,13742156,30403,2010,11
ALICE SPRINGS,MELBOURNE,40483,10782,84,81.2,1860,20054520,24708240,13284,2010,11
ALICE SPRINGS,SYDNEY,40483,0,0,0,2022,0,0,0,2010,11
AYERS ROCK,SYDNEY,40483,12904,120,77.6,2181,28143624,36250401,16621,2010,11
BALLINA,SYDNEY,40483,23067,299,82.6,612,14117004,17091936,27928,2010,11
BRISBANE,CAIRNS,40483,96262,747,82.4,1391,133900442,162596772,116892,2010,11
BRISBANE,CANBERRA,40483,50826,565,73.9,956,48589656,65791920,68820,2010,11
BRISBANE,DARWIN,40483,25706,186,71.6,2852,73313512,102358280,35890,2010,11
BRISBANE,HAMILTON ISLAND,40483,16477,121,80.8,888,14631576,18112536,20397,2010,11
BRISBANE,HOBART,40483,0,0,0,1791,0,0,0,2010,11
BRISBANE,MACKAY,40483,72833,732,78,797,58047901,74451755,93415,2010,11
BRISBANE,MELBOURNE,40483,270998,2008,82.1,1381,374248238,456044868,330228,2010,11
BRISBANE,NEWCASTLE,40483,50280,493,82,614,30871920,37638200,61300,2010,11
BRISBANE,PERTH,40483,63497,359,87.5,3615,229541655,262391160,72584,2010,11
BRISBANE,PROSERPINE,40483,18447,120,88.7,895,16510065,18612420,20796,2010,11
BRISBANE,ROCKHAMPTON,40483,56848,839,77.3,518,29447264,38085950,73525,2010,11
BRISBANE,SYDNEY,40483,383991,2590,82.9,753,289145223,348871677,463309,2010,11
BRISBANE,TOWNSVILLE,40483,76072,679,75.6,1112,84592064,111905008,100634,2010,11
BROOME,PERTH,40483,23007,280,67.3,1677,38582739,57338307,34191,2010,11
CAIRNS,MELBOURNE,40483,37713,250,82.6,2311,87154743,105483284,45644,2010,11
CAIRNS,SYDNEY,40483,76886,535,83.3,1971,151542306,181826721,92251,2010,11
CAIRNS,TOWNSVILLE,40483,15471,470,62.7,284,4393764,7003440,24660,2010,11
CANBERRA,MELBOURNE,40483,99592,988,75.5,470,46808240,62016500,131950,2010,11
CANBERRA,SYDNEY,40483,101376,1570,73,236,23924736,32753024,138784,2010,11
COFFS HARBOUR,SYDNEY,40483,27760,405,76.8,443,12297680,16005147,36129,2010,11
DARWIN,MELBOURNE,40483,22072,180,64.3,3131,69107432,107496623,34333,2010,11
DARWIN,PERTH,40483,9916,132,62.1,2651,26287316,42323215,15965,2010,11
DARWIN,SYDNEY,40483,0,0,0,3155,0,0,0,2010,11
DEVONPORT,MELBOURNE,40483,0,0,0,412,0,0,0,2010,11
DUBBO,SYDNEY,40483,16310,565,72.1,310,5056100,7012200,22620,2010,11
GOLD COAST,SYDNEY,40483,197237,1324,88.9,680,134121160,150874320,221874,2010,11
HAMILTON ISLAND,SYDNEY,40483,17385,120,82.1,1526,26529510,32302368,21168,2010,11
HERVEY BAY,SYDNEY,40483,0,0,0,973,0,0,0,2010,11
HOBART,MELBOURNE,40483,106121,728,86.1,618,65582778,76190130,123285,2010,11
HOBART,SYDNEY,40483,45607,357,85.7,1039,47385673,55321555,53245,2010,11
KALGOORLIE,PERTH,40483,20773,198,75.7,538,11175874,14761644,27438,2010,11
KARRATHA,PERTH,40483,52438,555,65.9,1250,65547500,99503750,79603,2010,11
LAUNCESTON,MELBOURNE,40483,69775,669,84.9,476,33212900,39101496,82146,2010,11
LAUNCESTON,SYDNEY,40483,17760,130,87.2,914,16232640,18619094,20371,2010,11
MELBOURNE,BURNIE,40483,0,0,0,378,0,0,0,2010,11
MELBOURNE,GOLD COAST,40483,158843,1051,82.6,1330,211261190,255822840,192348,2010,11
MELBOURNE,MILDURA,40483,16733,410,71.6,457,7646981,10674606,23358,2010,11
MELBOURNE,NEWCASTLE,40483,31710,214,85.8,836,26509560,30911936,36976,2010,11
MELBOURNE,PERTH,40483,154901,961,83.3,2706,419162106,503221290,185965,2010,11
MELBOURNE,SYDNEY,40483,690983,4338,86.1,706,487833998,566675136,802656,2010,11
NEWCASTLE,GOLD COAST,40483,20174,144,79.7,539,10873786,13649097,25323,2010,11
PERTH,NEWMAN,40483,18468,251,65.9,1019,18818892,28576836,28044,2010,11
PERTH,PORT HEDLAND,40483,28001,331,67.1,1312,36737312,54743200,41725,2010,11
PERTH,SYDNEY,40483,142778,814,80,3284,468882952,586062640,178460,2010,11
PORT MACQUARIE,SYDNEY,40483,19089,385,76.3,321,6127569,8034951,25031,2010,11
SUNSHINE COAST,MELBOURNE,40483,37987,274,81.2,1454,55233098,67990494,46761,2010,11
SUNSHINE COAST,SYDNEY,40483,42106,314,80.1,837,35242722,44011971,52583,2010,11
SYDNEY,TOWNSVILLE,40483,14309,123,79.8,1690,24182210,30313530,17937,2010,11
SYDNEY,WAGGA WAGGA,40483,16382,499,66.8,367,6012194,9004345,24535,2010,11
ADELAIDE,ALICE SPRINGS,40513,0,0,0,1316,0,0,0,2010,12
ADELAIDE,BRISBANE,40513,61225,470,84.5,1622,99306950,117466862,72421,2010,12
ADELAIDE,CANBERRA,40513,15835,154,76.5,972,15391620,20109708,20689,2010,12
ADELAIDE,GOLD COAST,40513,15139,120,81.9,1607,24328373,29689325,18475,2010,12
ADELAIDE,MELBOURNE,40513,201043,1679,84.2,643,129270649,153471240,238680,2010,12
ADELAIDE,PERTH,40513,53205,489,83.4,2120,112794600,135249640,63797,2010,12
ADELAIDE,PORT LINCOLN,40513,17425,619,60.2,246,4286550,7122684,28954,2010,12
ADELAIDE,SYDNEY,40513,160582,1181,85.5,1167,187399194,219177771,187813,2010,12
ALBURY,SYDNEY,40513,20016,546,68.2,452,9047232,13270268,29359,2010,12
ALICE SPRINGS,MELBOURNE,40513,11107,94,73.9,1860,20659020,27959520,15032,2010,12
ALICE SPRINGS,SYDNEY,40513,0,0,0,2022,0,0,0,2010,12
AYERS ROCK,SYDNEY,40513,10930,125,64.7,2181,23838330,36843633,16893,2010,12
BALLINA,SYDNEY,40513,27435,369,73,612,16790220,22994064,37572,2010,12
BRISBANE,CAIRNS,40513,101132,766,85,1391,140674612,165586031,119041,2010,12
BRISBANE,CANBERRA,40513,52547,578,73.9,956,50234932,67975424,71104,2010,12
BRISBANE,DARWIN,40513,29054,192,78.1,2852,82862008,106137180,37215,2010,12
BRISBANE,HAMILTON ISLAND,40513,16404,123,81.2,888,14566752,17947368,20211,2010,12
BRISBANE,HOBART,40513,0,0,0,1791,0,0,0,2010,12
BRISBANE,MACKAY,40513,75209,705,86,797,59941573,69692071,87443,2010,12
BRISBANE,MELBOURNE,40513,276038,2092,80.4,1381,381208478,474250591,343411,2010,12
BRISBANE,NEWCASTLE,40513,49490,481,80.2,614,30386860,37888712,61708,2010,12
BRISBANE,PERTH,40513,71247,409,85.2,3615,257557905,302423670,83658,2010,12
BRISBANE,PROSERPINE,40513,17950,123,87,895,16065250,18456690,20622,2010,12
BRISBANE,ROCKHAMPTON,40513,56620,802,80.8,518,29329160,36301958,70081,2010,12
BRISBANE,SYDNEY,40513,394234,2657,84.5,753,296858202,351218778,466426,2010,12
BRISBANE,TOWNSVILLE,40513,84768,712,79.3,1112,94262016,118912832,106936,2010,12
BROOME,PERTH,40513,22164,261,67.4,1677,37169028,55143114,32882,2010,12
CAIRNS,MELBOURNE,40513,42132,300,79.6,2311,97367052,122337407,52937,2010,12
CAIRNS,SYDNEY,40513,77670,553,80.3,1971,153087570,190759293,96783,2010,12
CAIRNS,TOWNSVILLE,40513,15705,436,68.3,284,4460220,6532000,23000,2010,12
CANBERRA,MELBOURNE,40513,90387,929,74.2,470,42481890,57273260,121858,2010,12
CANBERRA,SYDNEY,40513,82085,1439,66.8,236,19372060,28986464,122824,2010,12
COFFS HARBOUR,SYDNEY,40513,27160,415,76.5,443,12031880,15734474,35518,2010,12
DARWIN,MELBOURNE,40513,25417,196,68.8,3131,79580627,115599651,36921,2010,12
DARWIN,PERTH,40513,11344,128,72.5,2651,30072944,41482848,15648,2010,12
DARWIN,SYDNEY,40513,0,0,0,3155,0,0,0,2010,12
DEVONPORT,MELBOURNE,40513,0,0,0,412,0,0,0,2010,12
DUBBO,SYDNEY,40513,14411,487,73.3,310,4467410,6094910,19661,2010,12
GOLD COAST,SYDNEY,40513,211445,1503,83.6,680,143782600,171992400,252930,2010,12
HAMILTON ISLAND,SYDNEY,40513,16883,120,80.2,1526,25763458,32114670,21045,2010,12
HERVEY BAY,SYDNEY,40513,0,0,0,973,0,0,0,2010,12
HOBART,MELBOURNE,40513,117376,842,82.8,618,72538368,87586050,141725,2010,12
HOBART,SYDNEY,40513,51511,434,77.7,1039,53519929,68861803,66277,2010,12
KALGOORLIE,PERTH,40513,18998,196,69.5,538,10220924,14715376,27352,2010,12
KARRATHA,PERTH,40513,49307,548,63.7,1250,61633750,96733750,77387,2010,12
LAUNCESTON,MELBOURNE,40513,79477,804,81.5,476,37831052,46439988,97563,2010,12
LAUNCESTON,SYDNEY,40513,24458,194,75.7,914,22354612,29514888,32292,2010,12
MELBOURNE,BURNIE,40513,0,0,0,378,0,0,0,2010,12
MELBOURNE,GOLD COAST,40513,159384,1166,74.6,1330,211980720,284162480,213656,2010,12
MELBOURNE,MILDURA,40513,17127,410,74,457,7827039,10570867,23131,2010,12
MELBOURNE,NEWCASTLE,40513,38270,291,75.3,836,31993720,42483012,50817,2010,12
MELBOURNE,PERTH,40513,168252,1042,84.1,2706,455289912,541159410,199985,2010,12
