City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
ADELAIDE,ALICE SPRINGS,36526,12223,124,75.9,1316,16085468,21184968,16098,2000,1
ADELAIDE,BRISBANE,36526,18598,163,86.4,1622,30165956,34907062,21521,2000,1
ADELAIDE,CANBERRA,36526,2904,57,62.1,972,2822688,4542156,4673,2000,1
ADELAIDE,DARWIN,36526,12253,131,74.9,2619,32090607,42841602,16358,2000,1
ADELAIDE,MELBOURNE,36526,102673,1081,72,643,66018739,91716234,142638,2000,1
ADELAIDE,PERTH,36526,34965,350,76,2120,74125800,97543320,46011,2000,1
ADELAIDE,PORT LINCOLN,36526,7796,498,60.7,246,1917816,3161100,12850,2000,1
ADELAIDE,SYDNEY,36526,95091,1029,71.8,1167,110971197,154504965,132395,2000,1
ALBURY,SYDNEY,36526,8708,401,62.5,452,3936016,6297264,13932,2000,1
ALICE SPRINGS,DARWIN,36526,9900,155,55.3,1305,12919500,23380380,17916,2000,1
ALICE SPRINGS,SYDNEY,36526,12245,124,76.1,2022,24759390,32533980,16090,2000,1
BALLINA,SYDNEY,36526,9571,218,76.7,612,5857452,7641432,12486,2000,1
BRISBANE,CAIRNS,36526,69911,706,67.6,1391,97246201,143939289,103479,2000,1
BRISBANE,CANBERRA,36526,17577,330,66.3,956,16803612,25338780,26505,2000,1
BRISBANE,DARWIN,36526,12603,124,80.2,2852,35943756,44816328,15714,2000,1
BRISBANE,HAMILTON ISLAND,36526,11848,186,73.6,888,10521024,14296800,16100,2000,1
BRISBANE,HOBART,36526,1128,22,77.4,1791,2020248,2609487,1457,2000,1
BRISBANE,MACKAY,36526,15765,323,59.6,797,12564705,21091808,26464,2000,1
BRISBANE,MELBOURNE,36526,146006,1392,80.3,1381,201634286,251253616,181936,2000,1
BRISBANE,NEWCASTLE,36526,2897,247,56.5,614,1778758,3149820,5130,2000,1
BRISBANE,PERTH,36526,7313,64,81.3,3615,26436495,32513310,8994,2000,1
BRISBANE,PROSERPINE,36526,7424,148,72.2,895,6644480,9198810,10278,2000,1
BRISBANE,ROCKHAMPTON,36526,17446,426,56.7,518,9037028,15941968,30776,2000,1
BRISBANE,SYDNEY,36526,254806,1995,74.9,753,191868918,256056897,340049,2000,1
BRISBANE,TOWNSVILLE,36526,37751,429,68.1,1112,41979112,61642608,55434,2000,1
BROOME,PERTH,36526,9716,202,67.4,1677,16293732,24190725,14425,2000,1
CAIRNS,MELBOURNE,36526,5557,47,81.3,2311,12842227,15788752,6832,2000,1
CAIRNS,SYDNEY,36526,51533,348,71.2,1971,101571543,142731936,72416,2000,1
CAIRNS,TOWNSVILLE,36526,8655,480,52.28659458,284,2458020,4701052,16553,2000,1
CANBERRA,MELBOURNE,36526,48066,693,75,470,22591020,30116190,64077,2000,1
CANBERRA,SYDNEY,36526,53923,1595,59.3,236,12725828,21463020,90945,2000,1
COFFS HARBOUR,SYDNEY,36526,14141,648,59.5,443,6264463,10534983,23781,2000,1
DARWIN,SYDNEY,36526,8137,89,73.3,3155,25672235,35007880,11096,2000,1
DEVONPORT,MELBOURNE,36526,13495,484,78.6,412,5559940,7076924,17177,2000,1
DUBBO,SYDNEY,36526,7439,381,56.5,310,2306090,4080530,13163,2000,1
GOLD COAST,SYDNEY,36526,130534,937,88.4,680,88763120,100388400,147630,2000,1
HOBART,MELBOURNE,36526,73827,618,84.4,618,45625086,54053370,87465,2000,1
HOBART,SYDNEY,36526,12421,122,82.4,1039,12905419,15670198,15082,2000,1
KALGOORLIE,PERTH,36526,11420,306,44.1,538,6143960,13919136,25872,2000,1
KARRATHA,PERTH,36526,11362,254,57.3,1250,14202500,24806250,19845,2000,1
LAUNCESTON,MELBOURNE,36526,45130,680,81.2,476,21481880,26471788,55613,2000,1
LAUNCESTON,SYDNEY,36526,9395,137,82.5,914,8587030,10414116,11394,2000,1
MELBOURNE,BURNIE,36526,9022,354,72.1,378,3410316,4727268,12506,2000,1
MELBOURNE,GOLD COAST,36526,64232,425,88.1,1330,85428560,97018180,72946,2000,1
MELBOURNE,MILDURA,36526,6672,338,56.4,457,3049104,5407681,11833,2000,1
MELBOURNE,NEWCASTLE,36526,2139,239,44,836,1788204,4062960,4860,2000,1
MELBOURNE,PERTH,36526,89291,645,81.7,2706,241621446,295795566,109311,2000,1
MELBOURNE,SYDNEY,36526,411403,2832,76.1,706,290450518,381448976,540296,2000,1
PERTH,PORT HEDLAND,36526,5164,105,66.46074646,1312,6775168,10194240,7770,2000,1
PERTH,SYDNEY,36526,97844,663,82.1,3284,321319696,391252476,119139,2000,1
SUNSHINE COAST,MELBOURNE,36526,3991,40,75.7,1454,5802914,7662580,5270,2000,1
SUNSHINE COAST,SYDNEY,36526,17948,170,84.9,837,15022476,17686647,21131,2000,1
SYDNEY,TOWNSVILLE,36526,818,9,72.6,1690,1382420,1904630,1127,2000,1
SYDNEY,WAGGA WAGGA,36526,7958,419,55,367,2920586,5309022,14466,2000,1
ADELAIDE,ALICE SPRINGS,36557,10825,118,70.9,1316,14245700,20101900,15275,2000,2
ADELAIDE,BRISBANE,36557,15216,153,77.8,1622,24680352,31703612,19546,2000,2
ADELAIDE,CANBERRA,36557,8196,157,57.6,972,7966512,13836420,14235,2000,2
ADELAIDE,DARWIN,36557,9547,126,64.7,2619,25003593,38651202,14758,2000,2
ADELAIDE,MELBOURNE,36557,103813,1078,73.8,643,66751759,90495177,140739,2000,2
ADELAIDE,PERTH,36557,31218,337,73,2120,66182160,90672400,42770,2000,2
ADELAIDE,PORT LINCOLN,36557,7851,472,64.5,246,1931346,2995296,12176,2000,2
ADELAIDE,SYDNEY,36557,88332,1003,70.5,1167,103083444,146129406,125218,2000,2
ALBURY,SYDNEY,36557,8785,398,63.6,452,3970820,6243024,13812,2000,2
ALICE SPRINGS,DARWIN,36557,10370,175,56.5,1305,13532850,23946750,18350,2000,2
ALICE SPRINGS,SYDNEY,36557,10461,117,69.8,2022,21152142,30303714,14987,2000,2
BALLINA,SYDNEY,36557,8402,208,72.2,612,5142024,7120620,11635,2000,2
BRISBANE,CAIRNS,36557,68801,636,73.2,1391,95702191,130781820,94020,2000,2
BRISBANE,CANBERRA,36557,17284,333,61.8,956,16523504,26756528,27988,2000,2
BRISBANE,DARWIN,36557,9779,114,71.3,2852,27889708,39137996,13723,2000,2
BRISBANE,HAMILTON ISLAND,36557,8161,165,55.1,888,7246968,13150392,14809,2000,2
BRISBANE,MACKAY,36557,14270,308,55.8,797,11373190,20376899,25567,2000,2
BRISBANE,MELBOURNE,36557,122611,1243,77,1381,169325791,219882820,159220,2000,2
BRISBANE,NEWCASTLE,36557,2789,233,57.4,614,1712446,2984040,4860,2000,2
BRISBANE,PERTH,36557,4112,44,67.7,3615,14864880,21961125,6075,2000,2
BRISBANE,PROSERPINE,36557,4879,109,61.6,895,4366705,7092875,7925,2000,2
BRISBANE,ROCKHAMPTON,36557,16859,400,57.9,518,8732962,15070174,29093,2000,2
BRISBANE,SYDNEY,36557,249664,1920,75.2,753,187996992,250150365,332205,2000,2
BRISBANE,TOWNSVILLE,36557,34496,421,65.5,1112,38359552,58526784,52632,2000,2
BROOME,PERTH,36557,7311,176,58.9,1677,12260547,20826663,12419,2000,2
CAIRNS,MELBOURNE,36557,2636,27,70.7,2311,6091796,8620030,3730,2000,2
CAIRNS,SYDNEY,36557,46446,284,75.3,1971,91545066,121638294,61714,2000,2
CAIRNS,TOWNSVILLE,36557,10681,515,60.14753914,284,3033404,5043272,17758,2000,2
CANBERRA,MELBOURNE,36557,64036,846,73.9,470,30096920,40716100,86630,2000,2
CANBERRA,SYDNEY,36557,70234,1801,69,236,16575224,24013944,101754,2000,2
COFFS HARBOUR,SYDNEY,36557,12691,567,60.7,443,5622113,9257814,20898,2000,2
DARWIN,SYDNEY,36557,6557,78,71.3,3155,20687335,29026000,9200,2000,2
DEVONPORT,MELBOURNE,36557,11197,406,78,412,4613164,5915908,14359,2000,2
DUBBO,SYDNEY,36557,8745,488,51.8,310,2710950,5231870,16877,2000,2
GOLD COAST,SYDNEY,36557,101928,779,83.5,680,69311040,83043640,122123,2000,2
HOBART,MELBOURNE,36557,69214,589,85.6,618,42774252,49957884,80838,2000,2
HOBART,SYDNEY,36557,8806,108,83.9,1039,9149434,10902227,10493,2000,2
KALGOORLIE,PERTH,36557,13144,303,52.3,538,7071472,13524782,25139,2000,2
KARRATHA,PERTH,36557,10551,250,51.8,1250,13188750,25462500,20370,2000,2
LAUNCESTON,MELBOURNE,36557,37809,620,87.3,476,17997084,20615560,43310,2000,2
LAUNCESTON,SYDNEY,36557,7051,106,87.5,914,6444614,7367754,8061,2000,2
MELBOURNE,BURNIE,36557,7742,332,66,378,2926476,4433184,11728,2000,2
MELBOURNE,GOLD COAST,36557,43341,302,79.6,1330,57643530,72382590,54423,2000,2
MELBOURNE,MILDURA,36557,8135,364,63.5,457,3717695,5854170,12810,2000,2
MELBOURNE,NEWCASTLE,36557,2074,226,44.3,836,1733864,3912480,4680,2000,2
MELBOURNE,PERTH,36557,69365,585,75.8,2706,187701690,247691004,91534,2000,2
MELBOURNE,SYDNEY,36557,452738,2970,77.9,706,319633028,410385092,581282,2000,2
PERTH,PORT HEDLAND,36557,4386,91,65.13216513,1312,5754432,8835008,6734,2000,2
PERTH,SYDNEY,36557,76776,616,75.3,3284,252132384,334948296,101994,2000,2
SUNSHINE COAST,MELBOURNE,36557,1635,22,62,1454,2377290,3835652,2638,2000,2
SUNSHINE COAST,SYDNEY,36557,13104,133,80.7,837,10968048,13591206,16238,2000,2
SYDNEY,WAGGA WAGGA,36557,9249,406,65.5,367,3394383,5182407,14121,2000,2
ADELAIDE,ALICE SPRINGS,36586,12586,124,79.5,1316,16563176,20823068,15823,2000,3
ADELAIDE,BRISBANE,36586,18077,165,84.5,1622,29320894,34684848,21384,2000,3
ADELAIDE,CANBERRA,36586,9570,170,61.9,972,9302040,15035868,15469,2000,3
ADELAIDE,DARWIN,36586,10929,140,66.7,2619,28623051,42907077,16383,2000,3
ADELAIDE,MELBOURNE,36586,123857,1182,80.5,643,79640051,98976347,153929,2000,3
ADELAIDE,PERTH,36586,35701,361,77.8,2120,75686120,97278320,45886,2000,3
ADELAIDE,PORT LINCOLN,36586,9487,510,75.3,246,2333802,3097632,12592,2000,3
ADELAIDE,SYDNEY,36586,102787,1091,74.7,1167,119952429,160587369,137607,2000,3
ALBURY,SYDNEY,36586,10390,423,70.4,452,4696280,6667904,14752,2000,3
ALICE SPRINGS,DARWIN,36586,11730,187,60.6,1305,15307650,25264800,19360,2000,3
ALICE SPRINGS,SYDNEY,36586,12338,125,77.6,2022,24947436,32167998,15909,2000,3
BALLINA,SYDNEY,36586,8266,246,66.7,612,5058792,7588800,12400,2000,3
BRISBANE,CAIRNS,36586,70837,697,70.5,1391,98534267,139731514,100454,2000,3
BRISBANE,CANBERRA,36586,20525,367,64.7,956,19621900,30340572,31737,2000,3
BRISBANE,DARWIN,36586,10341,124,70.1,2852,29492532,42081260,14755,2000,3
BRISBANE,HAMILTON ISLAND,36586,9703,175,59.6,888,8616264,14450424,16273,2000,3
BRISBANE,MACKAY,36586,16808,333,61.3,797,13395976,21848161,27413,2000,3
BRISBANE,MELBOURNE,36586,139925,1405,77.6,1381,193236425,249005348,180308,2000,3
BRISBANE,NEWCASTLE,36586,3236,265,58.3,614,1986904,3410156,5554,2000,3
BRISBANE,PERTH,36586,5257,49,77.4,3615,19004055,24549465,6791,2000,3
BRISBANE,PROSERPINE,36586,5426,124,59.3,895,4856270,8195515,9157,2000,3
BRISBANE,ROCKHAMPTON,36586,19603,436,61.3,518,10154354,16560460,31970,2000,3
BRISBANE,SYDNEY,36586,268677,2063,76.4,753,202313781,264807510,351670,2000,3
BRISBANE,TOWNSVILLE,36586,38989,457,68.5,1112,43355768,63299488,56924,2000,3
BROOME,PERTH,36586,9664,191,71.5,1677,16206528,22662978,13514,2000,3
CAIRNS,MELBOURNE,36586,2840,30,66.3,2311,6563240,9902635,4285,2000,3
CAIRNS,SYDNEY,36586,50673,311,72.3,1971,99876483,138208491,70121,2000,3
CAIRNS,TOWNSVILLE,36586,11764,569,58.57982273,284,3340976,5703288,20082,2000,3
CANBERRA,MELBOURNE,36586,70096,923,74.7,470,32945120,44075660,93778,2000,3
CANBERRA,SYDNEY,36586,78498,1992,70.3,236,18525528,26350344,111654,2000,3
COFFS HARBOUR,SYDNEY,36586,14963,635,64,443,6628609,10363542,23394,2000,3
DARWIN,SYDNEY,36586,7406,89,68.1,3155,23365930,34332710,10882,2000,3
DEVONPORT,MELBOURNE,36586,12092,440,77.5,412,4981904,6425140,15595,2000,3
DUBBO,SYDNEY,36586,10890,556,56.8,310,3375900,5941460,19166,2000,3
GOLD COAST,SYDNEY,36586,108235,818,84.4,680,73599800,87231080,128281,2000,3
HOBART,MELBOURNE,36586,72415,620,86.1,618,44752470,51991722,84129,2000,3
HOBART,SYDNEY,36586,9370,116,82.7,1039,9735430,11770831,11329,2000,3
KALGOORLIE,PERTH,36586,15388,319,58.1,538,8278744,14250006,26487,2000,3
KARRATHA,PERTH,36586,12239,267,56.4,1250,15298750,27141250,21713,2000,3
LAUNCESTON,MELBOURNE,36586,42488,807,85.5,476,20224288,23654820,49695,2000,3
LAUNCESTON,SYDNEY,36586,7823,115,89.4,914,7150222,7994758,8747,2000,3
MELBOURNE,BURNIE,36586,8033,354,64.2,378,3036474,4726512,12504,2000,3
MELBOURNE,GOLD COAST,36586,46540,328,79.1,1330,61898200,78221290,58813,2000,3
MELBOURNE,MILDURA,36586,9833,404,69,457,4493681,6509508,14244,2000,3
MELBOURNE,NEWCASTLE,36586,2651,276,43.8,836,2216236,5056128,6048,2000,3
MELBOURNE,PERTH,36586,82812,633,82.8,2706,224089272,270510702,99967,2000,3
MELBOURNE,SYDNEY,36586,503231,3249,78.3,706,355281086,453966472,643012,2000,3
PERTH,PORT HEDLAND,36586,5273,105,67.93352229,1312,6918176,10183744,7762,2000,3
PERTH,SYDNEY,36586,85492,658,79.8,3284,280755728,351995540,107185,2000,3
SUNSHINE COAST,MELBOURNE,36586,2221,26,72,1454,3229334,4484136,3084,2000,3
SUNSHINE COAST,SYDNEY,36586,14341,140,83.2,837,12003417,14425695,17235,2000,3
SYDNEY,WAGGA WAGGA,36586,9816,436,64.6,367,3602472,5577299,15197,2000,3
ADELAIDE,ALICE SPRINGS,36617,12574,120,82.1,1316,16547384,20155856,15316,2000,4
ADELAIDE,BRISBANE,36617,18488,157,90.6,1622,29987536,33088800,20400,2000,4
ADELAIDE,CANBERRA,36617,9099,147,71.1,972,8844228,12435768,12794,2000,4
ADELAIDE,DARWIN,36617,12602,137,77.3,2619,33004638,42687081,16299,2000,4
ADELAIDE,MELBOURNE,36617,113962,1101,80.2,643,73277566,91361298,142086,2000,4
ADELAIDE,PERTH,36617,34450,346,77.7,2120,73034000,94045320,44361,2000,4
ADELAIDE,PORT LINCOLN,36617,9065,482,75.8,246,2229990,2940684,11954,2000,4
ADELAIDE,SYDNEY,36617,104531,1010,79.9,1167,121987677,152752131,130893,2000,4
ALBURY,SYDNEY,36617,9693,394,70.7,452,4381236,6196016,13708,2000,4
ALICE SPRINGS,DARWIN,36617,12758,179,70,1305,16649190,23787540,18228,2000,4
ALICE SPRINGS,SYDNEY,36617,13580,123,87.3,2022,27458760,31452210,15555,2000,4
BALLINA,SYDNEY,36617,5282,322,46.9,612,3232584,6897240,11270,2000,4
BRISBANE,CAIRNS,36617,78225,699,76,1391,108810975,143264654,102994,2000,4
BRISBANE,CANBERRA,36617,20584,335,71.9,956,19678304,27382708,28643,2000,4
BRISBANE,DARWIN,36617,11761,120,82.1,2852,33542372,40863456,14328,2000,4
BRISBANE,HAMILTON ISLAND,36617,11897,175,68.2,888,10564536,15487608,17441,2000,4
BRISBANE,MACKAY,36617,16072,288,68.9,797,12809384,18603574,23342,2000,4
BRISBANE,MELBOURNE,36617,141865,1352,82.1,1381,195915565,238665801,172821,2000,4
BRISBANE,NEWCASTLE,36617,1958,233,40.9,614,1202212,2939832,4788,2000,4
BRISBANE,PERTH,36617,6508,55,85.1,3615,23526420,27658365,7651,2000,4
BRISBANE,PROSERPINE,36617,6839,131,73,895,6120905,8382570,9366,2000,4
BRISBANE,ROCKHAMPTON,36617,20241,400,67.9,518,10484838,15434846,29797,2000,4
BRISBANE,SYDNEY,36617,279404,2049,79.1,753,210391212,265911408,353136,2000,4
BRISBANE,TOWNSVILLE,36617,40465,451,73.4,1112,44997080,61307896,55133,2000,4
BROOME,PERTH,36617,11604,219,74.7,1677,19459908,26035425,15525,2000,4
CAIRNS,MELBOURNE,36617,4504,42,74.3,2311,10408744,14004660,6060,2000,4
CAIRNS,SYDNEY,36617,55586,348,75.3,1971,109560006,145550466,73846,2000,4
CAIRNS,TOWNSVILLE,36617,10696,497,61.70531903,284,3037664,4922856,17334,2000,4
CANBERRA,MELBOURNE,36617,61994,830,74.2,470,29137180,39244530,83499,2000,4
CANBERRA,SYDNEY,36617,69278,1889,67.8,236,16349608,24112120,102170,2000,4
COFFS HARBOUR,SYDNEY,36617,14177,605,66.2,443,6280411,9489503,21421,2000,4
DARWIN,SYDNEY,36617,9154,93,78,3155,28880870,37011305,11731,2000,4
DEVONPORT,MELBOURNE,36617,11706,431,76.6,412,4822872,6294124,15277,2000,4
DUBBO,SYDNEY,36617,10098,518,56.3,310,3130380,5557060,17926,2000,4
GOLD COAST,SYDNEY,36617,107337,838,83.6,680,72989160,87308600,128395,2000,4
HOBART,MELBOURNE,36617,69594,803,77.7,618,43009092,55362294,89583,2000,4
HOBART,SYDNEY,36617,9493,138,72.8,1039,9863227,13540248,13032,2000,4
KALGOORLIE,PERTH,36617,14240,327,55.1,538,7661120,13904072,25844,2000,4
KARRATHA,PERTH,36617,12008,254,58.3,1250,15010000,25767500,20614,2000,4
LAUNCESTON,MELBOURNE,36617,40232,805,80.2,476,19150432,23876636,50161,2000,4
LAUNCESTON,SYDNEY,36617,7066,114,78.7,914,6458324,8209548,8982,2000,4
MELBOURNE,BURNIE,36617,8485,344,69.8,378,3207330,4594212,12154,2000,4
MELBOURNE,GOLD COAST,36617,49253,362,78.9,1330,65506490,83045200,62440,2000,4
MELBOURNE,MILDURA,36617,9292,378,69.9,457,4246444,6071245,13285,2000,4
MELBOURNE,NEWCASTLE,36617,3500,315,45.2,836,2926000,6470640,7740,2000,4
MELBOURNE,PERTH,36617,86468,611,85.8,2706,233982408,272653854,100759,2000,4
MELBOURNE,SYDNEY,36617,437369,2848,77.8,706,308782514,396832010,562085,2000,4
PERTH,PORT HEDLAND,36617,6003,111,73.27880859,1312,7875936,10747904,8192,2000,4
PERTH,SYDNEY,36617,92003,641,86.4,3284,302137852,349650764,106471,2000,4
SUNSHINE COAST,MELBOURNE,36617,3122,40,62.9,1454,4539388,7214748,4962,2000,4
SUNSHINE COAST,SYDNEY,36617,14267,148,79.3,837,11941479,15057630,17990,2000,4
SYDNEY,TOWNSVILLE,36617,116,1,83.5,1690,196040,234910,139,2000,4
SYDNEY,WAGGA WAGGA,36617,9797,410,68.4,367,3595499,5254706,14318,2000,4
ADELAIDE,ALICE SPRINGS,36647,11755,124,75.9,1316,15469580,20384840,15490,2000,5
ADELAIDE,BRISBANE,36647,17163,165,81.4,1622,27838386,34217712,21096,2000,5
ADELAIDE,CANBERRA,36647,8830,169,60.4,972,8582760,14215500,14625,2000,5
ADELAIDE,DARWIN,36647,13949,141,82.7,2619,36532431,44193006,16874,2000,5
ADELAIDE,MELBOURNE,36647,113137,1176,74.8,643,72747091,97279470,151290,2000,5
ADELAIDE,PERTH,36647,31356,367,67.6,2120,66474720,98357400,46395,2000,5
ADELAIDE,PORT LINCOLN,36647,8316,500,67.1,246,2045736,3050400,12400,2000,5
ADELAIDE,SYDNEY,36647,96113,1073,70.4,1167,112163871,159267492,136476,2000,5
ALBURY,SYDNEY,36647,9831,418,67.3,452,4443612,6601912,14606,2000,5
ALICE SPRINGS,DARWIN,36647,15270,186,80.3,1305,19927350,24819795,19019,2000,5
ALICE SPRINGS,SYDNEY,36647,13048,124,84.7,2022,26383056,31165086,15413,2000,5
BALLINA,SYDNEY,36647,6433,432,42.3,612,3936996,9311580,15215,2000,5
BRISBANE,CAIRNS,36647,77077,731,73.2,1391,107214107,146408314,105254,2000,5
BRISBANE,CANBERRA,36647,20794,378,64.1,956,19879064,31016464,32444,2000,5
BRISBANE,DARWIN,36647,12938,124,87,2852,36899176,42429204,14877,2000,5
BRISBANE,HAMILTON ISLAND,36647,8934,153,62,888,7933392,12802296,14417,2000,5
BRISBANE,MACKAY,36647,16918,327,65.1,797,13483646,20722000,26000,2000,5
BRISBANE,MELBOURNE,36647,134911,1444,73.1,1381,186312091,254989221,184641,2000,5
BRISBANE,NEWCASTLE,36647,3332,307,41.6,614,2045848,4917526,8009,2000,5
BRISBANE,PERTH,36647,4828,54,64.8,3615,17453220,26938980,7452,2000,5
BRISBANE,PROSERPINE,36647,5710,124,61.6,895,5110450,8294860,9268,2000,5
BRISBANE,ROCKHAMPTON,36647,20325,425,64.5,518,10528350,16319072,31504,2000,5
BRISBANE,SYDNEY,36647,265498,2129,72.7,753,199919994,274920300,365100,2000,5
BRISBANE,TOWNSVILLE,36647,43094,465,75.4,1112,47920528,63515216,57118,2000,5
BROOME,PERTH,36647,12025,228,74,1677,20165925,27246219,16247,2000,5
CAIRNS,MELBOURNE,36647,3295,34,66.8,2311,7614745,11404785,4935,2000,5
CAIRNS,SYDNEY,36647,51516,354,69.1,1971,101538036,146977470,74570,2000,5
CAIRNS,TOWNSVILLE,36647,11560,571,57.91293021,284,3283040,5668924,19961,2000,5
CANBERRA,MELBOURNE,36647,65963,887,71.4,470,31002610,43418600,92380,2000,5
CANBERRA,SYDNEY,36647,78787,2075,70.3,236,18593732,26462680,112130,2000,5
COFFS HARBOUR,SYDNEY,36647,13468,637,59.7,443,5966324,9991865,22555,2000,5
DARWIN,SYDNEY,36647,10227,96,83.8,3155,32266185,38522550,12210,2000,5
DEVONPORT,MELBOURNE,36647,10200,426,67.6,412,4202400,6217904,15092,2000,5
DUBBO,SYDNEY,36647,10022,540,53.5,310,3106820,5810330,18743,2000,5
GOLD COAST,SYDNEY,36647,96263,800,79.2,680,65458840,82651960,121547,2000,5
HOBART,MELBOURNE,36647,61913,824,70.2,618,38262234,54482880,88160,2000,5
HOBART,SYDNEY,36647,9840,176,62,1039,10223760,16480618,15862,2000,5
KALGOORLIE,PERTH,36647,15492,369,52.3,538,8334696,15938788,29626,2000,5
KARRATHA,PERTH,36647,12595,283,54.4,1250,15743750,28965000,23172,2000,5
LAUNCESTON,MELBOURNE,36647,34164,804,70.1,476,16262064,23184056,48706,2000,5
LAUNCESTON,SYDNEY,36647,4641,80,75.6,914,4241874,5613788,6142,2000,5
MELBOURNE,BURNIE,36647,7530,356,59.9,378,2846340,4754106,12577,2000,5
MELBOURNE,GOLD COAST,36647,38746,310,69.7,1330,51532180,73905440,55568,2000,5
MELBOURNE,MILDURA,36647,10005,410,69.2,457,4572285,6609134,14462,2000,5
MELBOURNE,NEWCASTLE,36647,3865,231,51.3,836,3231140,6303440,7540,2000,5
MELBOURNE,PERTH,36647,75971,633,74.5,2706,205577526,275971410,101985,2000,5
MELBOURNE,SYDNEY,36647,453864,3084,74,706,320427984,433041338,613373,2000,5
PERTH,PORT HEDLAND,36647,6281,126,66.92594566,1312,8240672,12313120,9385,2000,5
PERTH,SYDNEY,36647,80452,671,73.7,3284,264204368,358353364,109121,2000,5
SUNSHINE COAST,MELBOURNE,36647,2114,31,56,1454,3073756,5485942,3773,2000,5
SUNSHINE COAST,SYDNEY,36647,12141,140,71.7,837,10162017,14174595,16935,2000,5
SYDNEY,TOWNSVILLE,36647,241,2,93.4,1690,407290,436020,258,2000,5
SYDNEY,WAGGA WAGGA,36647,10139,433,67.1,367,3721013,5546838,15114,2000,5
ADELAIDE,ALICE SPRINGS,36678,13280,119,88.5,1316,17476480,19749212,15007,2000,6
ADELAIDE,BRISBANE,36678,17006,161,82,1622,27583732,33643524,20742,2000,6
ADELAIDE,CANBERRA,36678,9253,163,65.7,972,8993916,13693536,14088,2000,6
ADELAIDE,DARWIN,36678,15459,138,91.6,2619,40487121,44185149,16871,2000,6
ADELAIDE,MELBOURNE,36678,113065,1134,77.4,643,72700795,93925582,146074,2000,6
ADELAIDE,PERTH,36678,30634,353,68.8,2120,64944080,94401480,44529,2000,6
ADELAIDE,PORT LINCOLN,36678,8573,494,70.4,246,2108958,2997264,12184,2000,6
ADELAIDE,SYDNEY,36678,91913,1029,69.8,1167,107262471,153732411,131733,2000,6
ALBURY,SYDNEY,36678,9440,403,67,452,4266880,6364160,14080,2000,6
ALICE SPRINGS,DARWIN,36678,16609,179,89.8,1305,21674745,24139890,18498,2000,6
ALICE SPRINGS,SYDNEY,36678,13551,121,89,2022,27400122,30786972,15226,2000,6
BALLINA,SYDNEY,36678,9159,492,52.7,612,5605308,10644516,17393,2000,6
BRISBANE,CAIRNS,36678,88987,715,85.1,1391,123780917,145526420,104620,2000,6
BRISBANE,CANBERRA,36678,21537,373,76.3,956,20589372,26977364,28219,2000,6
BRISBANE,DARWIN,36678,13863,127,90.7,2852,39537276,43581412,15281,2000,6
BRISBANE,HAMILTON ISLAND,36678,9518,165,59.3,888,8451984,14263056,16062,2000,6
BRISBANE,MACKAY,36678,17540,349,65,797,13979380,21516609,26997,2000,6
BRISBANE,MELBOURNE,36678,147275,1428,80.4,1381,203386775,252914959,183139,2000,6
BRISBANE,NEWCASTLE,36678,4797,342,47.9,614,2945358,6143684,10006,2000,6
BRISBANE,PERTH,36678,5029,54,66.7,3615,18179835,27253485,7539,2000,6
BRISBANE,PROSERPINE,36678,6483,120,69.8,895,5802285,8317235,9293,2000,6
BRISBANE,ROCKHAMPTON,36678,20698,412,68.8,518,10721564,15580404,30078,2000,6
BRISBANE,SYDNEY,36678,280784,2128,76.9,753,211430352,275027226,365242,2000,6
BRISBANE,TOWNSVILLE,36678,46031,470,79.2,1112,51186472,64629440,58120,2000,6
BROOME,PERTH,36678,14476,223,90.8,1677,24276252,26739765,15945,2000,6
CAIRNS,MELBOURNE,36678,5028,39,87.8,2311,11619708,13230475,5725,2000,6
CAIRNS,SYDNEY,36678,61625,377,82.7,1971,121462875,146926224,74544,2000,6
CAIRNS,TOWNSVILLE,36678,12580,544,65.85008375,284,3572720,5425536,19104,2000,6
CANBERRA,MELBOURNE,36678,63677,860,72.1,470,29928190,41522150,88345,2000,6
CANBERRA,SYDNEY,36678,77992,2492,67.4,236,18406112,27318180,115755,2000,6
COFFS HARBOUR,SYDNEY,36678,13053,614,60,443,5782479,9631263,21741,2000,6
DARWIN,SYDNEY,36678,14455,126,90.1,3155,45605525,50621975,16045,2000,6
DEVONPORT,MELBOURNE,36678,10541,424,70.1,412,4342892,6191124,15027,2000,6
DUBBO,SYDNEY,36678,10646,520,59,310,3300260,5596740,18054,2000,6
GOLD COAST,SYDNEY,36678,98343,818,80,680,66873240,83548200,122865,2000,6
HOBART,MELBOURNE,36678,60671,890,75.8,618,37494678,49477080,80060,2000,6
HOBART,SYDNEY,36678,10650,171,68.8,1039,11065350,16092032,15488,2000,6
KALGOORLIE,PERTH,36678,16139,343,57.5,538,8682782,15096280,28060,2000,6
KARRATHA,PERTH,36678,13057,264,60.9,1250,16321250,26796250,21437,2000,6
LAUNCESTON,MELBOURNE,36678,33339,779,70.4,476,15869364,22527176,47326,2000,6
LAUNCESTON,SYDNEY,36678,4579,77,78.2,914,4185206,5348728,5852,2000,6
MELBOURNE,BURNIE,36678,7643,348,62.2,378,2889054,4647888,12296,2000,6
